split,sentence,tokens,ner_tags,ner_labels
train,Patient was prescribed clarithromycin for enamel hypoplasia .,Patient|was|prescribed|clarithromycin|for|enamel|hypoplasia|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has glossodynia and was started on epinephrine .,The|patient|has|glossodynia|and|was|started|on|epinephrine|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,The patient has dental caries and was started on clotrimazole .,The|patient|has|dental|caries|and|was|started|on|clotrimazole|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Nitrous oxide was administered for underbite .,Nitrous|oxide|was|administered|for|underbite|.,0 0 0 0 0 1 0,O|O|O|O|O|B-Disease|O
train,Treatment for enamel hypoplasia includes benzocaine .,Treatment|for|enamel|hypoplasia|includes|benzocaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of gum recession confirmed , diclofenac recommended .","Diagnosis|of|gum|recession|confirmed|,|diclofenac|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Sodium hypochlorite was administered for dry mouth .,Sodium|hypochlorite|was|administered|for|dry|mouth|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,The patient has necrotizing gingivitis and was started on fluoride .,The|patient|has|necrotizing|gingivitis|and|was|started|on|fluoride|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Diagnosis of oral fibroma confirmed , sodium fluoride recommended .","Diagnosis|of|oral|fibroma|confirmed|,|sodium|fluoride|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Treatment for pericoronal infection includes calcium hydroxide .,Treatment|for|pericoronal|infection|includes|calcium|hydroxide|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,Patient was prescribed stannous fluoride for geographic tongue .,Patient|was|prescribed|stannous|fluoride|for|geographic|tongue|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
train,Prednisone was administered for periapical abscess .,Prednisone|was|administered|for|periapical|abscess|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Diclofenac was administered for tooth abrasion .,Diclofenac|was|administered|for|tooth|abrasion|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Prescribed acidulated phosphate fluoride to manage exposed root .,Prescribed|acidulated|phosphate|fluoride|to|manage|exposed|root|.,0 3 4 4 0 0 1 2 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,Amoxicillin was administered for reversible pulpitis .,Amoxicillin|was|administered|for|reversible|pulpitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Mineral trioxide aggregate was administered for stomatitis .,Mineral|trioxide|aggregate|was|administered|for|stomatitis|.,0 0 0 0 0 0 1 0,O|O|O|O|O|O|B-Disease|O
train,"Diagnosis of oral fibroma confirmed , benzocaine recommended .","Diagnosis|of|oral|fibroma|confirmed|,|benzocaine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of odontogenic cyst confirmed , ketorolac recommended .","Diagnosis|of|odontogenic|cyst|confirmed|,|ketorolac|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of burning mouth syndrome confirmed , clarithromycin recommended .","Diagnosis|of|burning|mouth|syndrome|confirmed|,|clarithromycin|recommended|.",0 0 1 2 2 0 0 3 0 0,O|O|B-Disease|I-Disease|I-Disease|O|O|B-Chemical|O|O
train,Treatment for gingival enlargement includes sodium hypochlorite .,Treatment|for|gingival|enlargement|includes|sodium|hypochlorite|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,The patient has bruxism and was started on tetracycline .,The|patient|has|bruxism|and|was|started|on|tetracycline|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Treatment for tmj pain includes zinc oxide eugenol .,Treatment|for|tmj|pain|includes|zinc|oxide|eugenol|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
train,"Diagnosis of root caries confirmed , triazolam recommended .","Diagnosis|of|root|caries|confirmed|,|triazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Treatment for periodontitis includes stannous fluoride .,Treatment|for|periodontitis|includes|stannous|fluoride|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
train,Prescribed sodium fluoride to manage gingival enlargement .,Prescribed|sodium|fluoride|to|manage|gingival|enlargement|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has underbite and was started on calcium hydroxide .,The|patient|has|underbite|and|was|started|on|calcium|hydroxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Patient was prescribed doxycycline for bone loss .,Patient|was|prescribed|doxycycline|for|bone|loss|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Ciprofloxacin was administered for aphthous ulcer .,Ciprofloxacin|was|administered|for|aphthous|ulcer|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Prescribed silver diamine fluoride to manage reversible pulpitis .,Prescribed|silver|diamine|fluoride|to|manage|reversible|pulpitis|.,0 3 4 4 0 0 1 2 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,Prescribed bupivacaine to manage salivary stone .,Prescribed|bupivacaine|to|manage|salivary|stone|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Clindamycin was administered for necrotizing periodontitis .,Clindamycin|was|administered|for|necrotizing|periodontitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Patient reports gingival hyperplasia , ibuprofen prescribed .","Patient|reports|gingival|hyperplasia|,|ibuprofen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Prescribed epinephrine to manage dry socket .,Prescribed|epinephrine|to|manage|dry|socket|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports tooth abrasion , mineral trioxide aggregate prescribed .","Patient|reports|tooth|abrasion|,|mineral|trioxide|aggregate|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,"Diagnosis of supernumerary teeth confirmed , clotrimazole recommended .","Diagnosis|of|supernumerary|teeth|confirmed|,|clotrimazole|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Treatment for tooth mobility includes acetaminophen .,Treatment|for|tooth|mobility|includes|acetaminophen|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Patient was prescribed amlexanox for tmj disorder .,Patient|was|prescribed|amlexanox|for|tmj|disorder|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Patient reports tmj disorder , lidocaine prescribed .","Patient|reports|tmj|disorder|,|lidocaine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Treatment for pericoronal infection includes levonordefrin .,Treatment|for|pericoronal|infection|includes|levonordefrin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Patient reports furcation involvement , chlorhexidine prescribed .","Patient|reports|furcation|involvement|,|chlorhexidine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Patient was prescribed doxycycline for furcation involvement .,Patient|was|prescribed|doxycycline|for|furcation|involvement|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has burning mouth syndrome and was started on mineral trioxide aggregate .,The|patient|has|burning|mouth|syndrome|and|was|started|on|mineral|trioxide|aggregate|.,0 0 0 1 2 2 0 0 0 0 3 4 4 0,O|O|O|B-Disease|I-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,Hydrogen peroxide was administered for tooth erosion .,Hydrogen|peroxide|was|administered|for|tooth|erosion|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Treatment for tooth abrasion includes fluconazole .,Treatment|for|tooth|abrasion|includes|fluconazole|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Patient was prescribed ibuprofen for oral thrush .,Patient|was|prescribed|ibuprofen|for|oral|thrush|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Fluconazole was administered for cavity .,Fluconazole|was|administered|for|cavity|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Prescribed minocycline to manage ankylosis .,Prescribed|minocycline|to|manage|ankylosis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Prescribed lidocaine to manage radicular cyst .,Prescribed|lidocaine|to|manage|radicular|cyst|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Diagnosis of burning mouth syndrome confirmed , dexamethasone recommended .","Diagnosis|of|burning|mouth|syndrome|confirmed|,|dexamethasone|recommended|.",0 0 1 2 2 0 0 3 0 0,O|O|B-Disease|I-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of oral fibroma confirmed , hydrogen peroxide recommended .","Diagnosis|of|oral|fibroma|confirmed|,|hydrogen|peroxide|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,The patient has dental caries and was started on ketorolac .,The|patient|has|dental|caries|and|was|started|on|ketorolac|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Patient reports toothache , tetracycline prescribed .","Patient|reports|toothache|,|tetracycline|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,Patient was prescribed chlorhexidine for periapical abscess .,Patient|was|prescribed|chlorhexidine|for|periapical|abscess|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Lidocaine was administered for apical periodontitis .,Lidocaine|was|administered|for|apical|periodontitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Articaine was administered for underbite .,Articaine|was|administered|for|underbite|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Patient was prescribed diclofenac for overbite .,Patient|was|prescribed|diclofenac|for|overbite|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Diagnosis of supernumerary teeth confirmed , tranexamic acid recommended .","Diagnosis|of|supernumerary|teeth|confirmed|,|tranexamic|acid|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Penicillin was administered for pulp degeneration .,Penicillin|was|administered|for|pulp|degeneration|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Treatment for gum disease includes zinc oxide eugenol .,Treatment|for|gum|disease|includes|zinc|oxide|eugenol|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
train,The patient has aggressive periodontitis and was started on penicillin .,The|patient|has|aggressive|periodontitis|and|was|started|on|penicillin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has root caries and was started on prilocaine .,The|patient|has|root|caries|and|was|started|on|prilocaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Patient was prescribed prednisone for dental infection .,Patient|was|prescribed|prednisone|for|dental|infection|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Treatment for alveolar bone loss includes epinephrine .,Treatment|for|alveolar|bone|loss|includes|epinephrine|.,0 0 1 2 2 0 3 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|O
train,"Patient reports tooth fracture , amoxicillin prescribed .","Patient|reports|tooth|fracture|,|amoxicillin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Patient reports exposed root , calcium hydroxide prescribed .","Patient|reports|exposed|root|,|calcium|hydroxide|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,"Patient reports tooth attrition , amlexanox prescribed .","Patient|reports|tooth|attrition|,|amlexanox|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Fluconazole was administered for oral infection .,Fluconazole|was|administered|for|oral|infection|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Prescribed diclofenac to manage malocclusion .,Prescribed|diclofenac|to|manage|malocclusion|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Stannous fluoride was administered for oral fibroma .,Stannous|fluoride|was|administered|for|oral|fibroma|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,"Diagnosis of supernumerary teeth confirmed , midazolam recommended .","Diagnosis|of|supernumerary|teeth|confirmed|,|midazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Nystatin was administered for apical periodontitis .,Nystatin|was|administered|for|apical|periodontitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Treatment for alveolar bone loss includes mineral trioxide aggregate .,Treatment|for|alveolar|bone|loss|includes|mineral|trioxide|aggregate|.,0 0 1 2 2 0 3 4 4 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
train,The patient has pericoronitis and was started on hydrogen peroxide .,The|patient|has|pericoronitis|and|was|started|on|hydrogen|peroxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,The patient has tartar buildup and was started on sodium fluoride .,The|patient|has|tartar|buildup|and|was|started|on|sodium|fluoride|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,"Patient reports chronic periodontitis , mineral trioxide aggregate prescribed .","Patient|reports|chronic|periodontitis|,|mineral|trioxide|aggregate|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Treatment for delayed eruption includes ciprofloxacin .,Treatment|for|delayed|eruption|includes|ciprofloxacin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Patient was prescribed ciprofloxacin for dental caries .,Patient|was|prescribed|ciprofloxacin|for|dental|caries|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Diagnosis of stomatitis confirmed , epinephrine recommended .","Diagnosis|of|stomatitis|confirmed|,|epinephrine|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,"Patient reports stomatitis , amlexanox prescribed .","Patient|reports|stomatitis|,|amlexanox|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,"Patient reports chronic periodontitis , clindamycin prescribed .","Patient|reports|chronic|periodontitis|,|clindamycin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Sodium fluoride was administered for stomatitis .,Sodium|fluoride|was|administered|for|stomatitis|.,0 0 0 0 0 1 0,O|O|O|O|O|B-Disease|O
train,Treatment for odontogenic cyst includes ibuprofen .,Treatment|for|odontogenic|cyst|includes|ibuprofen|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of jaw pain confirmed , sodium fluoride recommended .","Diagnosis|of|jaw|pain|confirmed|,|sodium|fluoride|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of dental fluorosis confirmed , amoxicillin clavulanate recommended .","Diagnosis|of|dental|fluorosis|confirmed|,|amoxicillin|clavulanate|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,"Patient reports gingival hyperplasia , acidulated phosphate fluoride prescribed .","Patient|reports|gingival|hyperplasia|,|acidulated|phosphate|fluoride|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Treatment for exposed root includes sodium hypochlorite .,Treatment|for|exposed|root|includes|sodium|hypochlorite|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,"Patient reports dentin hypersensitivity , tetracaine prescribed .","Patient|reports|dentin|hypersensitivity|,|tetracaine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Treatment for cavity includes clindamycin .,Treatment|for|cavity|includes|clindamycin|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,"Diagnosis of alveolar bone loss confirmed , tranexamic acid recommended .","Diagnosis|of|alveolar|bone|loss|confirmed|,|tranexamic|acid|recommended|.",0 0 1 2 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Benzocaine was administered for toothache .,Benzocaine|was|administered|for|toothache|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Treatment for tartar buildup includes clindamycin .,Treatment|for|tartar|buildup|includes|clindamycin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Prescribed dexamethasone to manage dental infection .,Prescribed|dexamethasone|to|manage|dental|infection|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Patient was prescribed naproxen for enamel hypoplasia .,Patient|was|prescribed|naproxen|for|enamel|hypoplasia|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Diagnosis of tooth decay confirmed , fluoride recommended .","Diagnosis|of|tooth|decay|confirmed|,|fluoride|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Patient reports cracked tooth , dexamethasone prescribed .","Patient|reports|cracked|tooth|,|dexamethasone|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Patient was prescribed triamcinolone for periapical abscess .,Patient|was|prescribed|triamcinolone|for|periapical|abscess|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Prescribed lidocaine to manage reversible pulpitis .,Prescribed|lidocaine|to|manage|reversible|pulpitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has oral mucositis and was started on prednisone .,The|patient|has|oral|mucositis|and|was|started|on|prednisone|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Prescribed mepivacaine to manage tooth erosion .,Prescribed|mepivacaine|to|manage|tooth|erosion|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Patient was prescribed stannous fluoride for retained root .,Patient|was|prescribed|stannous|fluoride|for|retained|root|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
train,Treatment for pericoronitis includes triazolam .,Treatment|for|pericoronitis|includes|triazolam|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Treatment for bleeding gums includes amlexanox .,Treatment|for|bleeding|gums|includes|amlexanox|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of pulpitis confirmed , ketorolac recommended .","Diagnosis|of|pulpitis|confirmed|,|ketorolac|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,"Patient reports oral leukoplakia , triamcinolone prescribed .","Patient|reports|oral|leukoplakia|,|triamcinolone|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,The patient has impacted tooth and was started on tetracaine .,The|patient|has|impacted|tooth|and|was|started|on|tetracaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Minocycline was administered for calculus .,Minocycline|was|administered|for|calculus|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,"Diagnosis of leukoplakia confirmed , articaine recommended .","Diagnosis|of|leukoplakia|confirmed|,|articaine|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,The patient has gingivitis and was started on triamcinolone .,The|patient|has|gingivitis|and|was|started|on|triamcinolone|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
