example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
162,Severe pain from tooth 22. Diagnosis: dental abscess. Emergency canal cleaning commenced; acetaminophen prescribed.,root_canal_form,dental abscess,canal cleaning,acetaminophen,22,synthetic_dental_form_example
163,Three-unit bridge for tooth 22 region. severely decayed tooth on abutment teeth. crown preparation initiated; lidocaine dispensed.,crown_bridge_form,severely decayed tooth,crown preparation,lidocaine,22,synthetic_dental_form_example
164,Advanced furcation involvement detected. guided tissue regeneration required; amoxicillin commenced.,periodontal_form,furcation involvement,guided tissue regeneration,amoxicillin,28,synthetic_dental_form_example
165,Two-week review post laser whitening. fluorosis staining lightened successfully; fluoride recommended for maintenance.,whitening_form,fluorosis staining,laser whitening,fluoride,20,synthetic_dental_form_example
166,Bridge fitting for missing tooth region near 20. Adjacent teeth prepared; lidocaine advised.,crown_bridge_form,large existing filling,bridge fitting,lidocaine,20,synthetic_dental_form_example
167,Consultation for intrinsic staining. laser whitening discussed; fluoride recommended.,whitening_form,intrinsic staining,laser whitening,fluoride,8,synthetic_dental_form_example
168,Bridge fitting for missing tooth region near 31. Adjacent teeth prepared; desensitizing gel advised.,crown_bridge_form,fractured tooth requiring crown,temporary crown placement,desensitizing gel,31,synthetic_dental_form_example
169,Six-month recall. mild periodontitis detected. air polishing carried out; antiseptic gel advised.,cleaning_form,mild periodontitis,air polishing,antiseptic gel,28,synthetic_dental_form_example
170,Swelling related to pulp infection on tooth 1. Urgent canal cleaning for drainage; metronidazole prescribed.,root_canal_form,pulp infection,canal cleaning,metronidazole,1,synthetic_dental_form_example
171,bracket placement adjustment for crossbite. Progress satisfactory; ibuprofen suggested for soreness.,orthodontic_form,crossbite,bracket placement,ibuprofen,13,synthetic_dental_form_example
172,Acute severe gum swelling on tooth 8. Emergency emergency extraction undertaken; metronidazole prescribed.,emergency_form,severe gum swelling,emergency extraction,metronidazole,8,synthetic_dental_form_example
173,Temporary crown on tooth 21 for severely decayed tooth. Permanent temporary crown placement due in two weeks. acetaminophen given.,crown_bridge_form,severely decayed tooth,temporary crown placement,acetaminophen,21,synthetic_dental_form_example
174,Retreatment of tooth 19 for pulp infection. post and core placement performed; ibuprofen prescribed post-operatively.,root_canal_form,pulp infection,post and core placement,ibuprofen,19,synthetic_dental_form_example
175,Post root canal impression taking for tooth 11. post root canal crown needed noted. desensitizing gel prescribed.,crown_bridge_form,post root canal crown needed,impression taking,desensitizing gel,11,synthetic_dental_form_example
176,Hygiene therapist performed oral hygiene instruction for mild periodontitis. mouth rinse recommended for home care.,cleaning_form,mild periodontitis,oral hygiene instruction,mouth rinse,16,synthetic_dental_form_example
177,Swelling related to dental abscess on tooth 12. Urgent canal shaping for drainage; naproxen prescribed.,root_canal_form,dental abscess,canal shaping,naproxen,12,synthetic_dental_form_example
178,fractured cusp found on tooth 27. composite filling completed; acetaminophen advised if sensitivity persists.,filling_form,fractured cusp,composite filling,acetaminophen,27,synthetic_dental_form_example
179,Midway review. underbite improving with bracket placement. Wire change scheduled; orthodontic wax advised.,orthodontic_form,underbite,bracket placement,orthodontic wax,24,synthetic_dental_form_example
180,Dental caries on tooth 15 treated with cavity preparation. acetaminophen given for comfort.,filling_form,small cavity,cavity preparation,acetaminophen,15,synthetic_dental_form_example
181,Tooth 32 presented with dental caries. tooth restoration completed successfully; acetaminophen prescribed.,filling_form,dental caries,tooth restoration,acetaminophen,32,synthetic_dental_form_example
182,Clinical consultation: gum pain; consultation performed. ibuprofen prescribed.,consultation_form,gum pain,consultation,ibuprofen,6,synthetic_dental_form_example
183,Emergency presentation: severe gum swelling on tooth 2. Urgent emergency root canal carried out; ibuprofen prescribed.,emergency_form,severe gum swelling,emergency root canal,ibuprofen,2,synthetic_dental_form_example
184,Severe pain from tooth 13. Diagnosis: infected root canal. Emergency obturation commenced; metronidazole prescribed.,root_canal_form,infected root canal,obturation,metronidazole,13,synthetic_dental_form_example
185,Root canal assessment for tooth 28: deep cavity confirmed. root canal treatment scheduled; amoxicillin prescribed.,root_canal_form,deep cavity,root canal treatment,amoxicillin,28,synthetic_dental_form_example
186,Dental hygiene visit revealed calculus deposits. Full mouth deep cleaning completed. mouth rinse prescribed.,cleaning_form,calculus deposits,deep cleaning,mouth rinse,29,synthetic_dental_form_example
187,Laser laser whitening for stained teeth. Immediate improvement noted; fluoride dispensed.,whitening_form,stained teeth,laser whitening,fluoride,28,synthetic_dental_form_example
188,Patient completed in-office bleaching course for post-orthodontic discoloration. Final shade recorded; hydrogen peroxide gel advised.,whitening_form,post-orthodontic discoloration,in-office bleaching,hydrogen peroxide gel,14,synthetic_dental_form_example
189,Tooth 26 has proximal caries requiring cavity preparation. acetaminophen prescribed post-procedure.,filling_form,proximal caries,cavity preparation,acetaminophen,26,synthetic_dental_form_example
190,Treatment plan for impacted canine. aligner fitting to commence following extractions; orthodontic wax dispensed.,orthodontic_form,impacted canine,aligner fitting,orthodontic wax,17,synthetic_dental_form_example
191,Emergency wire adjustment for impacted canine. orthodontic assessment ongoing; acetaminophen recommended for pain.,orthodontic_form,impacted canine,orthodontic assessment,acetaminophen,31,synthetic_dental_form_example
192,Patient presents with furcation involvement. Full mouth guided tissue regeneration planned; clindamycin prescribed.,periodontal_form,furcation involvement,guided tissue regeneration,clindamycin,7,synthetic_dental_form_example
193,Orthodontic consultation for open bite. aligner fitting planned; acetaminophen dispensed.,orthodontic_form,open bite,aligner fitting,acetaminophen,13,synthetic_dental_form_example
194,Patient reports bleeding on brushing consistent with gum recession. periodontal cleaning performed; desensitizing gel advised.,cleaning_form,gum recession,periodontal cleaning,desensitizing gel,9,synthetic_dental_form_example
195,Tooth 15 with irreversible pulpitis treated with obturation over two visits. naproxen given.,root_canal_form,irreversible pulpitis,obturation,naproxen,15,synthetic_dental_form_example
196,Treatment plan for underbite. space maintainer placement to commence following extractions; ibuprofen dispensed.,orthodontic_form,underbite,space maintainer placement,ibuprofen,14,synthetic_dental_form_example
197,Clinical findings confirm fractured tooth on tooth 6. bone grafting post extraction carried out; penicillin given for pain control.,extraction_form,fractured tooth,bone grafting post extraction,penicillin,6,synthetic_dental_form_example
198,Clinical findings confirm root fracture on tooth 17. surgical extraction carried out; naproxen given for pain control.,extraction_form,root fracture,surgical extraction,naproxen,17,synthetic_dental_form_example
199,Patient presents with non-restorable tooth on tooth 24. Dentist performed surgical extraction and prescribed metronidazole.,extraction_form,non-restorable tooth,surgical extraction,metronidazole,24,synthetic_dental_form_example
200,Three-unit bridge for tooth 18 region. severely decayed tooth on abutment teeth. full coverage crown initiated; desensitizing gel dispensed.,crown_bridge_form,severely decayed tooth,full coverage crown,desensitizing gel,18,synthetic_dental_form_example
201,Orthodontic records taken. Diagnosis: impacted canine. aligner fitting to begin next appointment. acetaminophen given.,orthodontic_form,impacted canine,aligner fitting,acetaminophen,5,synthetic_dental_form_example
202,Tooth 19 extracted following confirmed fractured tooth. socket irrigation uneventful; chlorhexidine rinse prescribed.,extraction_form,fractured tooth,socket irrigation,chlorhexidine rinse,19,synthetic_dental_form_example
203,Tooth 27 diagnosed with deep cavity. pulp removal recommended and amoxicillin prescribed.,root_canal_form,deep cavity,pulp removal,amoxicillin,27,synthetic_dental_form_example
204,Patient attended for treatment planning. Main concern: oral ulcers. lidocaine suggested.,consultation_form,oral ulcers,treatment planning,lidocaine,16,synthetic_dental_form_example
205,Patient with oral ulcers attended for oral cancer screening. Specialist referral considered. ibuprofen prescribed.,consultation_form,oral ulcers,oral cancer screening,ibuprofen,8,synthetic_dental_form_example
206,Patient requests whitening for fluorosis staining. laser whitening initiated; fluoride prescribed for sensitivity.,whitening_form,fluorosis staining,laser whitening,fluoride,29,synthetic_dental_form_example
207,Patient presents with spacing issues. wire adjustment recommended; ibuprofen advised for discomfort.,orthodontic_form,spacing issues,wire adjustment,ibuprofen,19,synthetic_dental_form_example
208,Endodontic consultation for tooth 11. Findings: pulp exposure. canal shaping planned; ibuprofen given.,root_canal_form,pulp exposure,canal shaping,ibuprofen,11,synthetic_dental_form_example
209,Patient reports discomfort from space maintainer placement. misaligned teeth being managed; wire trimmed. ibuprofen suggested.,orthodontic_form,misaligned teeth,space maintainer placement,ibuprofen,14,synthetic_dental_form_example
210,Orthodontic records taken. Diagnosis: underbite. wire adjustment to begin next appointment. orthodontic wax given.,orthodontic_form,underbite,wire adjustment,orthodontic wax,14,synthetic_dental_form_example
211,Oral health assessment completed. plaque buildup observed. Treatment: air polishing. desensitizing gel instructed.,cleaning_form,plaque buildup,air polishing,desensitizing gel,24,synthetic_dental_form_example
